electricity_cost,billing_periods,heated_square_footage,engineered_total_square_footage,heating_degree_days,cooling_degree_days,NUMFRIG,NUMFREEZ,NUMLAPTOP,NUMTABLET,NUMSMPHONE,NUMCFAN,NUMFLOORFAN,NUMWWAC,NUMPORTAC,NUMMEAL,state_postal,BA_climate,IECC_climate_code,KOWNRENT,home_size,num_appliances,temp_hdd,temp_cdd,temp_degree_days,bill_amount,bill_per_period,month_periods,log_bill_amount
1617.45,1,1100,1100,2859,2033,2,0,0,0,0,9,0,1.0,0.0,2,AR,Mixed-Humid,3A,1,1100,14.0,2859,2033,4892,1617.45,1617.45,1,7.388606113996191
980.91,1,980,980,1432,2601,1,0,0,0,1,3,0,0.0,0.0,2,SC,Hot-Humid,3A,1,980,7.0,1432,2601,4033,980.91,980.91,1,6.888480712237439
263.88,1,1780,1780,6551,717,1,0,7,1,2,0,0,2.0,0.0,2,NY,Cold,6A,2,1780,15.0,6551,717,7268,263.88,263.88,1,5.57549445435467
1786.98,1,2800,2800,1907,2175,2,0,1,2,2,7,0,0.0,0.0,2,NC,Hot-Humid,3A,1,2800,16.0,1907,2175,4082,1786.98,1786.98,1,7.488282323154996
2019.38,1,2600,2600,8298,506,1,0,0,1,2,0,5,0.0,0.0,2,MN,Cold,6A,1,2600,11.0,8298,506,8804,2019.38,2019.38,1,7.610545812589316
1792.24,1,1450,1450,1488,2067,1,0,1,0,6,1,3,0.0,1.0,1,CA,Hot-Dry,3B,2,1450,14.0,1488,2067,3555,1792.24,1792.24,1,7.491221513138674
714.87,1,990,990,6169,1038,1,0,0,1,1,2,0,0.0,0.0,4,IA,Cold,5A,1,990,9.0,6169,1038,7207,714.87,714.87,1,6.57210070798126
2352.29,1,1400,1400,1366,4029,1,0,2,3,2,3,0,0.0,0.0,4,AZ,Hot-Dry,2B,2,1400,15.0,1366,4029,5395,2352.29,2352.29,1,7.763144600737509
1237.23,1,1250,1250,5005,1117,1,1,0,0,0,5,0,0.0,0.0,3,OH,Cold,5A,1,1250,10.0,5005,1117,6122,1237.23,1237.23,1,7.120630288819548
2388.09,1,800,800,1019,1189,2,0,3,1,5,4,2,0.0,0.0,2,CA,Hot-Dry,3B,1,800,19.0,1019,1189,2208,2388.09,2388.09,1,7.778249162244513
706.8,1,1750,1750,3899,1384,1,0,2,6,2,4,1,0.0,0.0,2,DC,Mixed-Humid,4A,1,1750,18.0,3899,1384,5283,706.8,706.8,1,6.560747740445541
1595.61,1,1690,3380,3239,1757,1,0,1,2,3,2,2,3.0,0.0,3,TN,Mixed-Humid,3A,2,1690,17.0,3239,1757,4996,1595.61,1595.61,1,7.375011387246508
1563.62,1,2020,2020,4366,1525,2,0,0,1,1,3,3,2.0,0.0,1,IL,Mixed-Humid,4A,1,2020,13.0,4366,1525,5891,1563.62,1563.62,1,7.354758924832135
920.07,1,1800,2690,4996,1121,3,1,0,0,0,0,0,0.0,0.0,4,OH,Cold,5A,1,1800,8.0,4996,1121,6117,920.07,920.07,1,6.824449754105142
2150.48,1,3200,3200,957,3181,1,1,3,2,3,6,1,0.0,0.0,4,FL,Hot-Humid,2A,1,3200,21.0,957,3181,4138,2150.48,2150.48,1,7.673446352017791
1379.6,1,1280,1280,4606,288,1,1,1,2,1,2,0,0.0,4.0,2,OR,Marine,4C,1,1280,14.0,4606,288,4894,1379.6,1379.6,1,7.229548881062685
1605.01,5,2200,2200,2622,1866,2,0,0,0,1,2,0,0.0,0.0,3,VA,Mixed-Humid,4A,1,2200,8.0,2622,1866,4488,1605.01,321.002,5,7.380885266074301
947.26,1,2250,2250,2793,1592,1,1,1,2,2,5,1,0.0,0.0,2,SC,Mixed-Humid,3A,1,2250,15.0,2793,1592,4385,947.26,947.26,1,6.853573606718152
1080.7,1,1170,1170,435,4097,1,0,3,1,2,3,0,0.0,0.0,2,FL,Hot-Humid,2A,2,1170,12.0,435,4097,4532,1080.7,1080.7,1,6.98536425830912
2009.35,5,680,1700,4481,1042,2,0,3,3,3,4,1,2.0,0.0,1,KY,Mixed-Humid,4A,2,680,19.0,4481,1042,5523,2009.35,401.87,5,7.605566565668959
2454.2,1,3500,3500,5918,1135,2,0,0,0,1,7,2,0.0,0.0,4,NE,Cold,5A,1,3500,16.0,5918,1135,7053,2454.2,2454.2,1,7.805556121542447
754.32,1,1220,1830,4705,1112,1,0,1,2,1,0,1,2.0,0.0,2,NJ,Cold,5A,1,1220,10.0,4705,1112,5817,754.32,754.32,1,6.6258166811574215
712.06,1,1700,2550,8273,293,1,1,0,0,0,0,0,0.0,0.0,4,NH,Cold,6A,1,1700,6.0,8273,293,8566,712.06,712.06,1,6.568162177524409
780.64,1,1530,1530,4222,301,1,1,5,2,5,0,2,0.0,0.0,2,WA,Marine,4C,1,1530,18.0,4222,301,4523,780.64,780.64,1,6.660114096067527
1237.72,1,1120,1120,3485,1568,1,1,0,0,1,1,0,0.0,0.0,3,TN,Mixed-Humid,4A,1,1120,7.0,3485,1568,5053,1237.72,1237.72,1,7.121026256420027
242.21,5,540,540,5992,1115,1,0,1,0,1,0,0,0.0,0.0,1,NE,Cold,5A,2,540,4.0,5992,1115,7107,242.21,48.442,5,5.489805118458235
2508.56,1,3530,3530,3232,1479,2,0,2,3,5,4,0,0.0,0.0,1,NC,Mixed-Humid,4A,1,3530,17.0,3232,1479,4711,2508.56,2508.56,1,7.827464162314761
239.41,1,400,400,8748,316,1,0,2,0,2,0,1,0.0,0.0,4,MN,Very-Cold,7A,2,400,10.0,8748,316,9064,239.41,239.41,1,5.478177563345888
1336.6,1,1400,1400,5507,837,1,0,0,0,1,1,1,0.0,0.0,4,MA,Cold,5A,1,1400,8.0,5507,837,6344,1336.6,1336.6,1,7.19788435507697
1651.05,1,710,710,925,3515,3,1,1,0,0,3,0,0.0,0.0,2,TX,Hot-Humid,2A,1,710,10.0,925,3515,4440,1651.05,1651.05,1,7.40916672813751
586.02,5,800,800,2000,505,1,0,3,3,2,0,2,0.0,0.0,1,CA,Marine,3C,2,800,12.0,2000,505,2505,586.02,117.204,5,6.373353918687441
1103.5,1,1550,1550,2573,2027,1,0,1,2,2,3,0,0.0,0.0,3,TN,Mixed-Humid,4A,1,1550,12.0,2573,2027,4600,1103.5,1103.5,1,7.006242225696791
492.54,1,1680,1680,5932,677,1,0,1,1,1,0,0,0.0,0.0,2,OH,Cold,5A,2,1680,6.0,5932,677,6609,492.54,492.54,1,6.19957567558823
3246.76,1,1100,1650,5868,833,2,0,1,1,3,5,0,1.0,0.0,2,MA,Cold,5A,1,1100,15.0,5868,833,6701,3246.76,3246.76,1,8.085412854988537
884.05,1,1850,2250,5065,1061,1,0,3,2,2,5,0,0.0,0.0,3,ID,Cold,5B,1,1850,16.0,5065,1061,6126,884.05,884.05,1,6.7845136221240985
1189.66,5,250,750,1222,1710,1,0,1,0,4,2,1,0.0,1.0,2,CA,Hot-Dry,3B,2,250,12.0,1222,1710,2932,1189.66,237.93200000000002,5,7.081422830995758
634.4,5,550,550,809,3761,1,0,1,1,1,0,0,0.0,0.0,3,TX,Hot-Humid,2A,2,550,7.0,809,3761,4570,634.4,126.88,5,6.452679670320638
1784.54,1,990,990,2456,1773,1,1,1,0,1,1,1,0.0,0.0,5,GA,Mixed-Humid,3A,1,990,11.0,2456,1773,4229,1784.54,1784.54,1,7.486915957921362
610.5,5,1890,1890,1207,4620,1,0,0,1,1,4,4,0.0,0.0,2,AZ,Hot-Dry,2B,1,1890,13.0,1207,4620,5827,610.5,122.1,5,6.414278293550759
1517.68,5,990,990,5286,897,1,0,3,0,3,0,0,0.0,0.0,1,MA,Cold,5A,2,990,8.0,5286,897,6183,1517.68,303.536,5,7.32493813204429
572.86,1,2100,2100,6472,725,1,0,2,1,1,2,0,0.0,0.0,4,IL,Cold,5A,1,2100,11.0,6472,725,7197,572.86,572.86,1,6.350641358764036
3092.98,1,3150,3150,5296,954,4,0,1,3,5,2,0,0.0,0.0,2,PA,Cold,5A,1,3150,17.0,5296,954,6250,3092.98,3092.98,1,8.036890306450132
221.26,5,1800,1800,1080,5146,2,0,1,0,2,4,0,0.0,0.0,2,AZ,Hot-Dry,3B,1,1800,11.0,1080,5146,6226,221.26,44.251999999999995,5,5.399338480606764
1738.36,1,2700,2700,4402,972,2,1,2,1,2,5,0,0.0,0.0,3,WA,Cold,5B,1,2700,16.0,4402,972,5374,1738.36,1738.36,1,7.460697419013434
1297.97,5,1600,1600,4333,1576,1,0,1,1,1,5,0,0.0,0.0,4,MO,Mixed-Humid,4A,1,1600,13.0,4333,1576,5909,1297.97,259.594,5,7.168556784516198
555.39,1,1700,1700,4689,264,1,0,2,0,2,0,2,1.0,0.0,3,OR,Marine,4C,1,1700,11.0,4689,264,4953,555.39,555.39,1,6.319670569669195
722.33,1,1620,1620,7398,254,1,2,3,0,3,1,0,0.0,0.0,1,MT,Cold,6B,2,1620,11.0,7398,254,7652,722.33,722.33,1,6.582482098182936
1564.32,5,1800,1800,8547,563,1,1,1,2,3,2,3,0.0,0.0,1,ND,Very-Cold,7A,2,1800,14.0,8547,563,9110,1564.32,312.864,5,7.355206503757361
1164.49,1,990,990,2737,1661,1,0,0,1,1,0,1,0.0,0.0,4,TN,Mixed-Humid,4A,1,990,8.0,2737,1661,4398,1164.49,1164.49,1,7.0600385019109675
27.95,1,1770,1770,1084,5126,2,0,0,0,2,4,0,0.0,0.0,2,AZ,Hot-Dry,3B,1,1770,10.0,1084,5126,6210,27.95,27.95,1,3.3304171996011083
4144.4,1,2400,2400,1902,2570,2,0,1,2,2,3,0,0.0,0.0,5,TX,Hot-Humid,3A,1,2400,15.0,1902,2570,4472,4144.4,4144.4,1,8.329513304377597
638.59,1,1600,3200,5023,1620,1,0,2,2,2,1,0,0.0,0.0,1,UT,Cold,5B,1,1600,9.0,5023,1620,6643,638.59,638.59,1,6.459262620903455
973.91,1,1900,1900,2048,2606,2,0,1,2,2,4,0,0.0,0.0,3,TX,Hot-Humid,3A,1,1900,14.0,2048,2606,4654,973.91,973.91,1,6.881318896909098
2403.81,5,2700,3380,9520,0,1,1,2,0,2,1,0,0.0,0.0,1,AK,Very-Cold,7AK,1,2700,8.0,9520,0,9520,2403.81,480.762,5,7.784810257589909
1152.74,1,1120,1670,4985,1137,1,0,1,2,3,0,3,0.0,0.0,1,PA,Cold,5A,2,1120,11.0,4985,1137,6122,1152.74,1152.74,1,7.049896996141358
1184.47,1,3150,3150,7308,412,1,2,1,1,2,1,1,0.0,0.0,2,NH,Cold,6A,1,3150,11.0,7308,412,7720,1184.47,1184.47,1,7.077050696135848
810.4,1,1250,1250,10468,7,1,0,0,0,2,0,1,0.0,0.0,3,AK,Very-Cold,7AK,2,1250,7.0,10468,7,10475,810.4,810.4,1,6.697527952934474
2332.41,1,2170,2170,6240,765,1,1,1,1,3,1,2,0.0,1.0,3,MI,Cold,5A,1,2170,14.0,6240,765,7005,2332.41,2332.41,1,7.7546573467680675
2083.72,1,4950,4950,11100,0,2,1,4,3,3,2,0,0.0,0.0,1,AK,Very-Cold,7AK,1,4950,16.0,11100,0,11100,2083.72,2083.72,1,7.641910036840788
1683.41,1,720,720,3136,1523,1,0,0,0,0,3,0,0.0,0.0,2,TN,Mixed-Humid,4A,2,720,6.0,3136,1523,4659,1683.41,1683.41,1,7.4285767771186295
2191.43,1,3090,3090,4196,953,2,1,1,0,1,5,0,0.0,0.0,2,KY,Mixed-Humid,4A,1,3090,12.0,4196,953,5149,2191.43,2191.43,1,7.692309577756204
555.7,1,160,480,2849,2007,1,0,0,0,1,1,1,1.0,0.0,3,TN,Mixed-Humid,3A,2,160,8.0,2849,2007,4856,555.7,555.7,1,6.3202285802858755
2325.75,1,2380,2980,6525,571,2,1,0,0,0,3,3,0.0,0.0,1,NY,Cold,6A,1,2380,10.0,6525,571,7096,2325.75,2325.75,1,7.751797846648668
1211.06,1,880,880,959,3151,1,0,1,0,1,6,2,0.0,0.0,3,FL,Hot-Humid,2A,1,880,14.0,959,3151,4110,1211.06,1211.06,1,7.099251288155631
907.64,1,1400,1400,2878,1599,1,0,2,2,2,3,1,0.0,0.0,4,NC,Mixed-Humid,4A,2,1400,15.0,2878,1599,4477,907.64,907.64,1,6.810847824213069
1494.63,1,3500,3500,3469,1564,2,0,1,2,2,6,0,0.0,0.0,2,TN,Mixed-Humid,4A,1,3500,15.0,3469,1564,5033,1494.63,1494.63,1,7.309633963554881
1644.37,1,1400,1400,8470,447,2,1,0,0,0,0,0,0.0,0.0,2,WI,Cold,6A,1,1400,5.0,8470,447,8917,1644.37,1644.37,1,7.4051126111209875
434.94,1,950,950,5354,893,1,0,0,0,0,2,1,3.0,0.0,4,PA,Cold,5A,2,950,11.0,5354,893,6247,434.94,434.94,1,6.075208090540841
982.03,1,650,650,2110,2183,1,0,0,0,0,0,0,0.0,0.0,4,AL,Mixed-Humid,3A,2,650,5.0,2110,2183,4293,982.03,982.03,1,6.889621857785994
1310.35,1,330,990,1357,2747,2,1,1,0,2,4,2,2.0,0.0,3,AL,Hot-Humid,3A,1,330,17.0,1357,2747,4104,1310.35,1310.35,1,7.178049556082679
2895.12,5,2460,3700,3370,1488,2,1,1,1,3,7,1,0.0,0.0,2,TN,Mixed-Humid,4A,1,2460,18.0,3370,1488,4858,2895.12,579.024,5,7.970781839925238
2460.84,1,850,850,874,5362,2,0,1,0,0,5,1,0.0,0.0,3,AZ,Hot-Dry,2B,3,850,12.0,874,5362,6236,2460.84,2460.84,1,7.808258034055679
885.33,1,0,650,89,5090,1,0,0,0,1,0,0,2.0,0.0,2,FL,Hot-Humid,1A,2,0,6.0,89,5090,5179,885.33,885.33,1,6.785960456860886
1083.94,1,840,840,3964,820,1,0,1,1,1,3,1,0.0,0.0,2,NC,Mixed-Humid,4A,1,840,10.0,3964,820,4784,1083.94,1083.94,1,6.988357829914188
1097.75,1,470,470,4553,1171,1,0,0,0,0,3,0,0.0,0.0,1,WV,Mixed-Humid,4A,1,470,5.0,4553,1171,5724,1097.75,1097.75,1,7.001017909441827
1662.59,1,1170,1170,5743,894,1,0,2,3,4,2,0,0.0,0.0,1,IN,Cold,5A,1,1170,13.0,5743,894,6637,1662.59,1662.59,1,7.41613190640309
756.46,1,4680,4680,5038,991,1,0,1,0,0,5,0,0.0,0.0,3,OH,Cold,5A,1,4680,10.0,5038,991,6029,756.46,756.46,1,6.628649656747857
954.06,1,1400,1400,6104,918,2,1,1,1,2,3,2,0.0,0.0,2,IL,Cold,5A,1,1400,14.0,6104,918,7022,954.06,954.06,1,6.860726562552361
2639.15,1,1950,2930,4450,343,2,1,1,2,1,1,1,0.0,0.0,2,OR,Marine,4C,1,1950,11.0,4450,343,4793,2639.15,2639.15,1,7.878212174600021
2163.22,1,1570,1570,3081,1821,2,0,1,1,2,2,0,0.0,0.0,1,NC,Mixed-Humid,4A,2,1570,9.0,3081,1821,4902,2163.22,2163.22,1,7.679353131368035
2385.14,1,720,720,8853,407,1,0,0,0,2,0,1,1.0,0.0,2,ND,Very-Cold,7A,2,720,7.0,8853,407,9260,2385.14,2385.14,1,7.777013101809295
3970.6,1,1600,1600,4345,1065,2,0,3,2,5,4,0,0.0,0.0,2,KY,Mixed-Humid,4A,1,1600,18.0,4345,1065,5410,3970.6,3970.6,1,8.286672495762978
4270.58,1,5000,5000,7140,892,3,0,3,3,3,1,0,0.0,0.0,2,MN,Cold,6A,1,5000,15.0,7140,892,8032,4270.58,4270.58,1,8.359504928380156
1462.76,1,3450,3450,6995,928,2,1,2,2,2,2,1,0.0,0.0,2,SD,Cold,6A,1,3450,14.0,6995,928,7923,1462.76,1462.76,1,7.288080341083193
1563.01,1,1740,2610,3785,1179,2,2,4,1,2,4,0,0.0,0.0,2,TN,Mixed-Humid,4A,1,1740,17.0,3785,1179,4964,1563.01,1563.01,1,7.3543687283536645
1133.52,1,2300,2300,8565,296,1,0,1,1,1,3,1,2.0,0.0,3,VT,Cold,6A,1,2300,13.0,8565,296,8861,1133.52,1133.52,1,7.033083114255971
304.25,1,800,800,5972,967,1,0,1,1,1,0,0,0.0,0.0,4,IL,Cold,5A,2,800,8.0,5972,967,6939,304.25,304.25,1,5.717849731867637
451.23,1,1080,1080,4336,981,1,0,1,0,0,0,0,0.0,0.0,1,VA,Mixed-Humid,4A,2,1080,3.0,4336,981,5317,451.23,451.23,1,6.111977187335231
651.68,1,700,700,1177,1709,1,0,1,1,2,1,2,0.0,0.0,3,CA,Hot-Dry,3B,1,700,11.0,1177,1709,2886,651.68,651.68,1,6.479553643900102
2374.14,5,4000,4000,6419,809,2,0,0,1,2,0,1,0.0,0.0,2,MI,Cold,5A,1,4000,8.0,6419,809,7228,2374.14,474.828,5,7.7723905456296425
1183.62,1,1800,1800,4300,248,2,0,1,2,1,1,3,0.0,0.0,5,WA,Marine,4C,1,1800,15.0,4300,248,4548,1183.62,1183.62,1,7.0763328179838325
455.35,1,1050,1050,4144,1223,1,0,2,2,5,0,2,1.0,0.0,4,DC,Mixed-Humid,4A,2,1050,17.0,4144,1223,5367,455.35,455.35,1,6.121066354013828
1394.2,1,1800,3350,4708,889,1,1,0,1,0,1,0,0.0,0.0,3,KY,Mixed-Humid,4A,1,1800,7.0,4708,889,5597,1394.2,1394.2,1,7.240076053052299
1951.9,1,1870,1870,6237,599,2,1,1,3,4,2,0,0.0,0.0,3,ME,Cold,6A,1,1870,16.0,6237,599,6836,1951.9,1951.9,1,7.576558536152565
1451.86,1,640,640,1135,3626,1,0,0,1,2,1,2,0.0,0.0,4,TX,Hot-Humid,2A,2,640,11.0,1135,3626,4761,1451.86,1451.86,1,7.280600772003374
1568.68,1,3700,3700,4240,1379,2,0,2,3,5,6,2,0.0,0.0,2,MO,Mixed-Humid,4A,1,3700,22.0,4240,1379,5619,1568.68,1568.68,1,7.3579897803705805
1338.29,1,2560,2560,6783,706,1,0,3,1,2,5,0,0.0,0.0,2,IA,Cold,5A,1,2560,14.0,6783,706,7489,1338.29,1338.29,1,7.199147958608231
52.66,5,1800,1800,4485,1194,2,0,0,1,1,2,1,3.0,0.0,2,NJ,Mixed-Humid,4A,1,1800,12.0,4485,1194,5679,52.66,10.532,5,3.9638561540681634
625.14,1,1520,1520,4535,1199,5,1,1,0,0,0,5,3.0,0.0,4,PA,Mixed-Humid,4A,1,1520,19.0,4535,1199,5734,625.14,625.14,1,6.437975624652148
685.85,1,810,810,2840,1608,1,0,2,1,1,1,1,0.0,0.0,4,NC,Mixed-Humid,4A,2,810,11.0,2840,1608,4448,685.85,685.85,1,6.530658944924416
405.89,1,1630,1630,5309,1170,1,0,1,1,2,1,1,0.0,0.0,2,CO,Cold,5B,1,1630,9.0,5309,1170,6479,405.89,405.89,1,6.006082186931363
2153.23,1,960,1280,4288,1225,2,0,2,0,2,3,0,4.0,0.0,3,NY,Mixed-Humid,4A,1,960,16.0,4288,1225,5513,2153.23,2153.23,1,7.674724319340997
1624.51,1,0,2270,100,4865,1,0,1,0,2,2,0,0.0,0.0,3,FL,Hot-Humid,1A,1,0,9.0,100,4865,4965,1624.51,1624.51,1,7.392961510830436
1665.24,1,2300,2300,5999,831,2,1,2,3,2,3,0,0.0,0.0,1,UT,Cold,5B,1,2300,14.0,5999,831,6830,1665.24,1665.24,1,7.417724536170919
1608.1,5,1600,1600,3645,1471,1,0,0,3,5,3,1,0.0,0.0,1,DE,Mixed-Humid,4A,2,1600,14.0,3645,1471,5116,1608.1,321.62,5,7.382808636859979
934.89,1,980,980,792,3780,1,0,0,0,0,2,3,0.0,0.0,1,TX,Hot-Humid,2A,2,980,7.0,792,3780,4572,934.89,934.89,1,6.8404288753089055
1552.56,1,2360,2360,5604,908,2,0,2,3,3,0,0,0.0,0.0,2,CO,Cold,5B,1,2360,12.0,5604,908,6512,1552.56,1552.56,1,7.34766046040384
1368.74,5,1100,1100,2103,538,1,0,0,1,3,0,3,0.0,0.0,3,CA,Marine,3C,1,1100,11.0,2103,538,2641,1368.74,273.748,5,7.221645887602049
1620.52,1,4450,4450,4667,1044,2,1,1,0,1,4,1,0.0,0.0,2,WV,Cold,5A,1,4450,12.0,4667,1044,5711,1620.52,1620.52,1,7.3905023643752354
619.93,1,1150,1150,8673,664,1,1,1,0,1,0,2,2.0,0.0,3,ND,Very-Cold,7A,2,1150,11.0,8673,664,9337,619.93,619.93,1,6.429606568439282
1336.95,1,2500,2500,5380,1295,2,0,1,0,2,2,0,0.0,0.0,4,UT,Cold,5B,1,2500,11.0,5380,1295,6675,1336.95,1336.95,1,7.198146179244836
778.14,1,1250,1880,6943,820,1,0,2,1,1,0,1,0.0,0.0,2,WY,Cold,6B,1,1250,8.0,6943,820,7763,778.14,778.14,1,6.6569064565757055
1655.07,1,1900,1900,1749,2296,7,1,0,0,0,5,0,0.0,0.0,2,SC,Hot-Humid,3A,1,1900,15.0,1749,2296,4045,1655.07,1655.07,1,7.4115985829892175
1609.94,1,700,700,5632,871,1,1,1,2,2,1,1,1.0,0.0,2,CO,Cold,5B,1,700,12.0,5632,871,6503,1609.94,1609.94,1,7.3839521902033285
1191.27,1,2300,2880,8265,512,1,0,0,1,2,4,0,0.0,0.0,3,WI,Cold,6A,1,2300,11.0,8265,512,8777,1191.27,1191.27,1,7.08277524391457
2158.94,1,1120,1120,3770,945,1,0,2,1,3,3,0,0.0,0.0,1,NC,Mixed-Humid,4A,1,1120,11.0,3770,945,4715,2158.94,2158.94,1,7.677372639484823
2985.08,1,1870,1870,4258,1263,4,0,2,1,4,2,3,4.0,0.0,1,NY,Mixed-Humid,4A,1,1870,21.0,4258,1263,5521,2985.08,2985.08,1,8.001381826137587
608.42,5,830,830,4208,1369,0,0,1,1,1,2,0,2.0,0.0,6,NY,Mixed-Humid,4A,2,830,13.0,4208,1369,5577,608.42,121.684,5,6.410865432954625
1926.33,1,1670,1670,3598,1468,2,1,1,2,2,4,0,0.0,0.0,4,TN,Mixed-Humid,4A,1,1670,16.0,3598,1468,5066,1926.33,1926.33,1,7.563371917244988
1794.21,1,1040,1040,874,5362,1,0,1,4,4,1,5,0.0,0.0,2,AZ,Hot-Dry,2B,2,1040,18.0,874,5362,6236,1794.21,1794.21,1,7.492320092624309
2596.09,1,2100,2100,1215,2654,2,0,2,0,4,3,1,0.0,0.0,2,SC,Hot-Humid,3A,1,2100,14.0,1215,2654,3869,2596.09,2596.09,1,7.861761745944144
313.42,1,1250,1250,7343,105,1,0,1,1,0,0,0,0.0,0.0,3,CO,Cold,5B,1,1250,6.0,7343,105,7448,313.42,313.42,1,5.74754414409507
657.06,1,980,980,5234,891,1,0,1,1,1,0,1,0.0,0.0,4,ID,Cold,5B,3,980,9.0,5234,891,6125,657.06,657.06,1,6.487775338515723
1735.45,1,1400,1400,4396,1236,1,0,4,2,2,0,3,0.0,0.0,4,KY,Mixed-Humid,4A,1,1400,16.0,4396,1236,5632,1735.45,1735.45,1,7.459022024745651
3163.48,1,1750,1750,2286,1838,2,0,5,5,3,5,3,0.0,0.0,2,SC,Mixed-Humid,3A,1,1750,25.0,2286,1838,4124,3163.48,3163.48,1,8.059427966455369
881.35,1,1100,1100,3203,1455,1,0,3,0,3,2,0,0.0,0.0,2,NC,Mixed-Humid,4A,2,1100,11.0,3203,1455,4658,881.35,881.35,1,6.781454822865962
1484.01,1,1500,1500,2815,1973,1,1,0,1,2,0,1,1.0,0.0,2,MS,Mixed-Humid,3A,1,1500,9.0,2815,1973,4788,1484.01,1484.01,1,7.302503162249097
1167.76,5,750,750,6671,826,1,0,0,0,0,0,1,1.0,0.0,1,VT,Cold,6A,2,750,4.0,6671,826,7497,1167.76,233.552,5,7.062842662822322
5027.76,1,3530,5300,2687,1695,2,1,3,2,2,8,4,0.0,0.0,2,GA,Mixed-Humid,3A,1,3530,24.0,2687,1695,4382,5027.76,5027.76,1,8.522729835874
2683.92,1,2120,2120,862,1437,2,0,6,3,5,6,0,0.0,0.0,1,CA,Hot-Dry,3B,1,2120,23.0,862,1437,2299,2683.92,2683.92,1,7.895033691388043
590.39,1,970,970,4292,382,1,0,0,1,1,0,0,2.0,0.0,3,OR,Marine,4C,2,970,8.0,4292,382,4674,590.39,590.39,1,6.380783335473442
962.34,1,3130,3130,3181,1481,1,0,1,0,3,2,0,0.0,0.0,1,NC,Mixed-Humid,3A,1,3130,8.0,3181,1481,4662,962.34,962.34,1,6.8693678185773415
1411.25,1,2900,2900,2689,1648,1,0,3,2,2,4,0,0.0,0.0,3,GA,Mixed-Humid,3A,1,2900,15.0,2689,1648,4337,1411.25,1411.25,1,7.2522311154638714
1249.84,1,2400,2400,7096,1017,3,1,1,0,3,0,1,0.0,0.0,3,SD,Cold,6A,1,2400,12.0,7096,1017,8113,1249.84,1249.84,1,7.130770822103647
863.48,1,980,980,8297,584,1,1,0,2,2,1,0,0.0,0.0,3,ND,Very-Cold,7A,1,980,10.0,8297,584,8881,863.48,863.48,1,6.760970735766676
1552.92,5,3320,3320,497,4437,1,0,5,0,4,4,2,0.0,0.0,2,TX,Hot-Humid,2A,1,3320,18.0,497,4437,4934,1552.92,310.584,5,7.347892308621579
982.2,1,1770,1770,4288,1312,2,0,0,2,1,4,1,0.0,0.0,4,PA,Mixed-Humid,4A,2,1770,14.0,4288,1312,5600,982.2,982.2,1,6.889794953605144
1096.32,1,1450,1450,1765,4250,1,1,2,0,3,1,2,0.0,0.0,4,NV,Hot-Dry,3B,2,1450,14.0,1765,4250,6015,1096.32,1096.32,1,6.9997143956957
1531.7,5,590,590,4227,1365,0,0,1,0,0,0,1,1.0,0.0,3,NJ,Mixed-Humid,4A,2,590,6.0,4227,1365,5592,1531.7,306.34000000000003,5,7.334133508670508
1123.4,1,1680,2520,7217,860,1,1,1,1,1,5,0,0.0,0.0,2,MN,Cold,6A,1,1680,12.0,7217,860,8077,1123.4,1123.4,1,7.0241150800983325
1298.04,1,1000,1000,4600,1086,1,0,2,0,2,0,0,0.0,0.0,6,WV,Cold,5A,2,1000,11.0,4600,1086,5686,1298.04,1298.04,1,7.168610713430199
933.92,1,1400,1400,3349,1635,1,0,1,2,2,4,0,0.0,0.0,2,TN,Mixed-Humid,4A,1,1400,12.0,3349,1635,4984,933.92,933.92,1,6.839390781455481
801.11,1,1740,1740,6148,1118,1,2,0,0,1,0,1,1.0,0.0,4,NE,Cold,5A,1,1740,10.0,6148,1118,7266,801.11,801.11,1,6.685998265979261
1517.11,1,780,780,6383,700,1,0,1,0,4,0,3,1.0,0.0,1,MI,Cold,5A,1,780,11.0,6383,700,7083,1517.11,1517.11,1,7.324562488255624
933.54,1,750,750,8681,659,1,0,0,1,2,1,1,1.0,0.0,4,ND,Very-Cold,7A,2,750,11.0,8681,659,9340,933.54,933.54,1,6.838983811554926
1066.0,1,1000,1000,14071,1,1,0,0,0,0,2,2,0.0,1.0,4,AK,Subarctic,8AK,2,1000,10.0,14071,1,14072,1066.0,1066.0,1,6.97166860472579
2493.51,5,1600,2400,5276,930,1,0,2,3,3,0,3,3.0,0.0,3,MA,Cold,5A,3,1600,18.0,5276,930,6206,2493.51,498.70200000000006,5,7.821446635405246
1519.93,1,3200,4800,3144,1297,2,0,1,1,2,2,0,0.0,0.0,2,GA,Mixed-Humid,4A,1,3200,10.0,3144,1297,4441,1519.93,1519.93,1,7.326419560148288
606.94,1,2370,2370,4439,1233,1,0,1,0,0,2,2,2.0,0.0,2,NJ,Mixed-Humid,4A,1,2370,10.0,4439,1233,5672,606.94,606.94,1,6.4084299393863535
3964.78,1,800,800,0,5063,2,0,0,1,4,0,3,0.0,0.0,2,HI,Hot-Humid,1A,1,800,12.0,0,5063,5063,3964.78,3964.78,1,8.285205647031463
2067.57,1,1780,1780,4814,1159,2,0,1,1,2,3,2,0.0,0.0,3,OH,Cold,5A,1,1780,14.0,4814,1159,5973,2067.57,2067.57,1,7.634129283640299
