electricity_cost,billing_periods,heated_square_footage,engineered_total_square_footage,heating_degree_days,cooling_degree_days,NUMFRIG,NUMFREEZ,NUMLAPTOP,NUMTABLET,NUMSMPHONE,NUMCFAN,NUMFLOORFAN,NUMWWAC,NUMPORTAC,NUMMEAL,state_postal,BA_climate,IECC_climate_code,KOWNRENT,home_size,num_appliances,temp_hdd,temp_cdd,temp_degree_days,bill_amount,bill_per_period,month_periods,log_bill_amount
547.03,5,1300,2600,5188,601,1,0,0,0,1,0,0,0.0,0.0,3,MA,Cold,5A,1,1300,5.0,5188,601,5789,547.03,109.40599999999999,5,6.304503645525018
833.02,1,1730,1730,7608,540,1,1,1,0,2,0,2,0.0,2.0,3,MI,Cold,6A,1,1730,12.0,7608,540,8148,833.02,833.02,1,6.725057651482459
1249.05,1,1430,1430,1002,5048,2,0,2,1,2,2,2,0.0,0.0,2,AZ,Hot-Dry,2B,1,1430,13.0,1002,5048,6050,1249.05,1249.05,1,7.130138541349938
885.76,1,1840,1840,5010,207,1,0,1,0,2,0,0,0.0,0.0,3,WA,Marine,4C,1,1840,7.0,5010,207,5217,885.76,885.76,1,6.786446033549195
520.23,1,1830,1830,920,1580,2,0,1,0,2,4,0,0.0,0.0,2,CA,Hot-Dry,3B,1,1830,11.0,920,1580,2500,520.23,520.23,1,6.2542710214785675
1403.71,5,950,950,4197,1362,1,0,1,2,2,0,0,0.0,0.0,3,NY,Mixed-Humid,4A,1,950,9.0,4197,1362,5559,1403.71,280.742,5,7.246874010544255
1227.08,1,1970,1970,5213,933,1,1,0,0,0,0,5,0.0,0.0,2,MA,Cold,5A,1,1970,9.0,5213,933,6146,1227.08,1227.08,1,7.112392642259507
1432.41,1,4200,4200,6102,856,1,0,3,2,2,2,4,0.0,0.0,1,IL,Cold,5A,1,4200,15.0,6102,856,6958,1432.41,1432.41,1,7.267113619390051
945.66,1,920,920,4772,986,1,0,1,0,1,2,0,0.0,0.0,1,NY,Mixed-Humid,4A,1,920,6.0,4772,986,5758,945.66,945.66,1,6.851883096415505
1193.06,1,600,600,1069,1189,1,0,2,1,2,0,0,2.0,0.0,4,CA,Hot-Dry,3B,2,600,12.0,1069,1189,2258,1193.06,1193.06,1,7.084276714211285
1802.08,1,1700,3400,2735,1774,1,0,1,2,4,3,1,0.0,0.0,1,GA,Mixed-Humid,4A,1,1700,13.0,2735,1774,4509,1802.08,1802.08,1,7.496696832299387
910.27,1,1430,1430,3023,2396,1,0,1,0,1,0,0,0.0,0.0,3,NV,Hot-Dry,3B,1,1430,6.0,3023,2396,5419,910.27,910.27,1,6.8137412587998805
460.94,1,1900,1900,6911,616,1,0,1,1,2,2,0,0.0,0.0,3,WY,Cold,6B,1,1900,10.0,6911,616,7527,460.94,460.94,1,6.133267882682344
1232.12,1,1200,3600,6030,927,1,1,2,1,2,1,0,0.0,0.0,2,IA,Cold,5A,1,1200,10.0,6030,927,6957,1232.12,1232.12,1,7.116491541947543
897.77,1,1700,3400,6877,483,1,0,0,0,0,0,0,0.0,0.0,1,NY,Cold,5A,1,1700,2.0,6877,483,7360,897.77,897.77,1,6.799913910775058
1297.57,1,1620,1620,4787,680,1,0,0,1,0,0,2,0.0,0.0,4,KY,Mixed-Humid,4A,3,1620,8.0,4787,680,5467,1297.57,1297.57,1,7.1682485634884605
898.9,1,2010,2010,4612,990,1,1,0,1,1,0,0,0.0,0.0,4,WV,Cold,5A,1,2010,8.0,4612,990,5602,898.9,898.9,1,6.801171793579353
598.8,1,1100,1100,4385,234,2,0,1,2,1,0,0,0.0,0.0,2,WA,Marine,4C,2,1100,8.0,4385,234,4619,598.8,598.8,1,6.394927652545473
993.42,1,840,840,4980,1115,1,0,1,0,1,4,0,0.0,0.0,1,OH,Cold,5A,1,840,8.0,4980,1115,6095,993.42,993.42,1,6.901153535347574
1191.4,1,1440,1440,3581,1497,0,0,1,1,2,3,2,0.0,0.0,2,DE,Mixed-Humid,4A,1,1440,11.0,3581,1497,5078,1191.4,1191.4,1,7.082884365194587
1301.53,1,2850,2850,5293,942,1,0,4,4,2,6,6,0.0,0.0,3,RI,Cold,5A,1,2850,26.0,5293,942,6235,1301.53,1301.53,1,7.171295774495512
420.75,1,1020,1020,3822,1695,1,1,0,0,0,4,2,0.0,0.0,1,NM,Mixed-Dry,4B,2,1020,9.0,3822,1695,5517,420.75,420.75,1,6.042038833070915
1386.17,1,1660,2490,4776,1186,2,1,1,1,2,4,0,0.0,0.0,3,IN,Cold,5A,1,1660,14.0,4776,1186,5962,1386.17,1386.17,1,7.234299827350979
250.6,1,1000,1000,5288,690,1,0,1,0,1,2,1,1.0,0.0,1,WA,Cold,5B,2,1000,8.0,5288,690,5978,250.6,250.6,1,5.523858042461968
2400.3,1,330,1950,380,4830,1,0,3,0,4,5,0,0.0,0.0,6,TX,Hot-Humid,2A,1,330,19.0,380,4830,5210,2400.3,2400.3,1,7.783349008524188
1306.75,1,3600,3600,8374,25,1,1,4,2,2,3,2,0.0,0.0,1,CO,Cold,5B,1,3600,16.0,8374,25,8399,1306.75,1306.75,1,7.175298417593031
895.76,1,1130,1130,5887,901,2,0,2,1,2,1,2,2.0,0.0,2,NY,Cold,5A,1,1130,14.0,5887,901,6788,895.76,895.76,1,6.797672519951941
173.54,5,3500,3500,2408,1355,2,0,10,1,5,6,0,0.0,0.0,5,CA,Marine,3C,1,3500,29.0,2408,1355,3763,173.54,34.708,5,5.156408120365343
2220.08,1,2640,2640,1256,4524,2,1,1,0,2,6,1,0.0,0.0,1,AZ,Hot-Dry,2B,1,2640,14.0,1256,4524,5780,2220.08,2220.08,1,7.705298510253079
1764.73,1,1500,1500,6733,189,2,2,1,3,2,4,1,0.0,0.0,1,OR,Cold,5B,1,1500,16.0,6733,189,6922,1764.73,1764.73,1,7.475752983161355
333.91,1,850,850,5823,897,1,0,1,0,1,0,0,1.0,0.0,3,MI,Cold,5A,2,850,7.0,5823,897,6720,333.91,333.91,1,5.810871495587697
2164.32,1,2380,2380,748,3368,1,0,1,1,2,4,0,0.0,0.0,3,FL,Hot-Humid,2A,1,2380,12.0,748,3368,4116,2164.32,2164.32,1,7.6798615033408835
1095.45,1,1200,1200,4202,1361,1,0,4,2,3,0,1,3.0,0.0,1,NY,Mixed-Humid,4A,2,1200,15.0,4202,1361,5563,1095.45,1095.45,1,6.998920516734229
836.68,1,880,880,4301,259,1,0,3,2,2,0,1,0.0,2.0,3,WA,Marine,4C,2,880,14.0,4301,259,4560,836.68,836.68,1,6.729441679585719
1985.53,5,1600,1600,6215,884,3,1,2,1,4,0,0,0.0,0.0,2,IA,Cold,5A,1,1600,13.0,6215,884,7099,1985.53,397.106,5,7.593641160001353
1787.53,1,840,840,4024,1127,1,1,1,0,4,2,0,1.0,0.0,1,TN,Mixed-Humid,4A,1,840,11.0,4024,1127,5151,1787.53,1787.53,1,7.488590057644109
1523.25,1,2300,2300,4002,1674,1,1,1,2,3,6,0,0.0,0.0,3,TX,Mixed-Dry,4B,1,2300,17.0,4002,1674,5676,1523.25,1523.25,1,7.328601489128603
631.8,1,800,800,4186,1353,1,0,2,1,2,0,0,0.0,0.0,2,NY,Mixed-Humid,4A,2,800,8.0,4186,1353,5539,631.8,631.8,1,6.448572888367985
1285.47,1,1600,1600,1327,4095,1,1,3,2,4,2,0,0.0,0.0,1,AZ,Hot-Dry,2B,2,1600,14.0,1327,4095,5422,1285.47,1285.47,1,7.158879689210757
2745.59,1,2500,2500,3146,2132,3,1,2,1,2,6,2,0.0,0.0,4,OK,Mixed-Humid,3A,1,2500,21.0,3146,2132,5278,2745.59,2745.59,1,7.917751267095868
2907.83,5,1200,1200,5181,1123,1,0,4,1,5,0,0,2.0,0.0,1,CT,Cold,5A,2,1200,14.0,5181,1123,6304,2907.83,581.566,5,7.975162377522308
372.14,1,2130,2480,4366,1277,1,0,2,2,1,1,2,0.0,0.0,3,PA,Mixed-Humid,4A,1,2130,12.0,4366,1277,5643,372.14,372.14,1,5.919270127559495
720.75,1,1340,1340,4210,1177,1,0,2,2,4,0,1,4.0,0.0,3,DC,Mixed-Humid,4A,1,1340,17.0,4210,1177,5387,720.75,720.75,1,6.580292336518512
1075.92,1,630,630,1225,2130,1,0,2,3,4,1,1,0.0,1.0,1,CA,Hot-Dry,3B,2,630,14.0,1225,2130,3355,1075.92,1075.92,1,6.980931388515294
1532.31,1,900,900,2285,1967,1,0,1,0,2,1,3,0.0,0.0,2,AL,Mixed-Humid,3A,2,900,10.0,2285,1967,4252,1532.31,1532.31,1,7.334531679700015
495.3,5,880,880,4181,1203,1,0,2,0,1,0,0,2.0,0.0,4,MD,Mixed-Humid,4A,2,880,10.0,4181,1203,5384,495.3,99.06,5,6.2051636395941925
55.48,3,1870,1870,1161,2737,1,0,2,1,3,3,0,0.0,0.0,4,LA,Hot-Humid,2A,1,1870,14.0,1161,2737,3898,55.48,18.493333333333332,3,4.016022595446631
555.19,1,800,800,1767,4246,1,0,2,0,1,2,0,0.0,0.0,5,NV,Hot-Dry,3B,2,800,11.0,1767,4246,6013,555.19,555.19,1,6.319310397503008
2229.71,1,1570,1570,5161,921,2,1,2,2,3,2,1,0.0,0.0,3,WV,Cold,5A,1,1570,16.0,5161,921,6082,2229.71,2229.71,1,7.709626811154552
1335.78,1,1640,1640,1253,4528,1,1,1,0,1,4,0,0.0,0.0,3,AZ,Hot-Dry,2B,1,1640,11.0,1253,4528,5781,1335.78,1335.78,1,7.197270669878207
1086.96,1,1500,2250,3275,1555,2,0,2,0,2,4,0,0.0,0.0,4,NC,Mixed-Humid,4A,1,1500,14.0,3275,1555,4830,1086.96,1086.96,1,6.991140087916068
3894.98,1,3040,3040,5549,1239,1,0,1,3,2,8,3,0.0,0.0,2,UT,Cold,5B,1,3040,20.0,5549,1239,6788,3894.98,3894.98,1,8.267443823503475
1533.96,1,3000,4500,4430,1451,2,1,1,1,1,5,1,0.0,0.0,2,IL,Mixed-Humid,4A,1,3000,14.0,4430,1451,5881,1533.96,1533.96,1,7.33560790596793
2518.28,1,940,940,4918,1097,1,1,2,2,5,4,3,4.0,0.0,2,PA,Cold,5A,1,940,24.0,4918,1097,6015,2518.28,2518.28,1,7.831331407786677
1001.04,3,800,800,3200,1429,1,0,1,1,1,2,0,0.0,0.0,4,NC,Mixed-Humid,4A,2,800,10.0,3200,1429,4629,1001.04,333.68,3,6.908794738556799
1441.5,1,1100,2200,8199,537,2,2,0,1,0,2,2,0.0,0.0,2,MN,Cold,6A,1,1100,11.0,8199,537,8736,1441.5,1441.5,1,7.273439517078457
1181.79,1,3000,3000,5533,892,3,1,1,0,1,0,0,0.0,0.0,3,PA,Cold,5A,1,3000,9.0,5533,892,6425,1181.79,1181.79,1,7.0747855172071334
700.6,1,1930,1930,4214,898,1,1,2,0,0,1,0,0.0,0.0,3,OR,Marine,4C,1,1930,8.0,4214,898,5112,700.6,700.6,1,6.551937110763387
719.4,1,530,530,4280,1351,1,0,1,1,2,0,0,1.0,0.0,2,NJ,Cold,5A,2,530,8.0,4280,1351,5631,719.4,719.4,1,6.578417531261524
2017.22,1,750,750,4690,1112,1,1,1,2,3,3,2,3.0,0.0,3,CT,Cold,5A,1,750,19.0,4690,1112,5802,2017.22,2017.22,1,7.609475604886713
1619.77,1,3300,3300,6768,542,2,0,3,1,3,2,2,2.0,0.0,1,NH,Cold,5A,1,3300,16.0,6768,542,7310,1619.77,1619.77,1,7.39003944283834
628.49,2,600,600,6148,278,1,0,2,1,2,0,2,0.0,0.0,1,ID,Cold,5B,2,600,9.0,6148,278,6426,628.49,314.245,2,6.443320117004757
1864.37,1,1950,2730,4683,1353,2,1,2,5,3,5,2,0.0,0.0,1,MO,Mixed-Humid,4A,1,1950,21.0,4683,1353,6036,1864.37,1864.37,1,7.5306784734015215
1507.67,1,1670,2090,6031,790,2,1,2,4,3,1,2,2.0,0.0,2,NY,Cold,5A,1,1670,19.0,6031,790,6821,1507.67,1507.67,1,7.318320691729244
1067.63,1,1630,2280,5943,880,2,1,1,1,1,2,1,0.0,3.0,1,NY,Cold,5A,1,1630,13.0,5943,880,6823,1067.63,1067.63,1,6.9731965175476995
1109.93,5,1450,1450,3097,1621,1,1,1,1,2,5,0,0.0,0.0,1,VA,Mixed-Humid,4A,1,1450,12.0,3097,1621,4718,1109.93,221.98600000000002,5,7.012052229254758
3919.13,1,2390,2390,1285,4213,1,0,3,2,2,6,0,0.0,0.0,2,AZ,Hot-Dry,2B,1,2390,16.0,1285,4213,5498,3919.13,3919.13,1,8.273624969376943
2083.65,1,1800,1800,4815,1122,1,1,1,2,2,0,0,0.0,0.0,3,PA,Cold,5A,1,1800,10.0,4815,1122,5937,2083.65,2083.65,1,7.641876442511508
749.63,1,1500,1500,7957,618,1,1,2,0,2,3,1,0.0,0.0,3,MN,Cold,6A,1,1500,13.0,7957,618,8575,749.63,749.63,1,6.6195797514680965
1369.48,1,2700,2700,3929,1520,3,2,3,3,4,7,1,0.0,0.0,1,OK,Mixed-Humid,3A,1,2700,24.0,3929,1520,5449,1369.48,1369.48,1,7.22218638472647
544.85,5,350,350,6635,583,1,0,0,0,1,0,0,1.0,0.0,2,MA,Cold,5A,2,350,5.0,6635,583,7218,544.85,108.97,5,6.300510527422895
1244.97,1,4200,4200,7120,539,2,0,2,2,2,1,1,3.0,1.0,3,ME,Cold,6A,1,4200,17.0,7120,539,7659,1244.97,1244.97,1,7.126866712222943
2623.68,1,3000,3000,5356,847,3,0,1,4,2,1,0,0.0,0.0,4,RI,Cold,5A,1,3000,15.0,5356,847,6203,2623.68,2623.68,1,7.8723331914078125
1226.75,1,0,1700,2942,2004,1,0,1,0,2,0,0,0.0,0.0,3,TN,Mixed-Humid,3A,1,0,7.0,2942,2004,4946,1226.75,1226.75,1,7.112123674970013
1467.87,1,2960,2960,7619,649,3,1,1,1,1,2,0,0.0,0.0,2,WY,Cold,6B,1,2960,11.0,7619,649,8268,1467.87,1467.87,1,7.291567649394849
1077.72,1,2320,2320,2877,1998,1,1,3,1,3,4,1,1.0,0.0,3,TN,Mixed-Humid,3A,1,2320,18.0,2877,1998,4875,1077.72,1077.72,1,6.982602977470859
1081.85,1,1720,1720,6369,541,1,0,0,0,1,2,0,0.0,0.0,3,CO,Cold,5B,1,1720,7.0,6369,541,6910,1081.85,1081.85,1,6.986427817633438
467.15,1,3660,3660,2393,1732,1,0,0,1,1,3,0,0.0,0.0,6,GA,Mixed-Humid,3A,1,3660,12.0,2393,1732,4125,467.15,467.15,1,6.146650405238964
1232.51,1,1810,1810,2614,1765,2,0,0,4,2,4,0,0.0,0.0,1,NC,Mixed-Humid,3A,1,1810,13.0,2614,1765,4379,1232.51,1232.51,1,7.116808019474194
1362.26,1,2000,2000,8705,650,1,1,2,1,1,2,0,0.0,0.0,5,ND,Very-Cold,7A,1,2000,13.0,8705,650,9355,1362.26,1362.26,1,7.216900364232741
1488.87,1,850,850,5516,1222,2,1,0,1,2,2,1,0.0,0.0,4,IL,Cold,5A,1,850,13.0,5516,1222,6738,1488.87,1488.87,1,7.305772721955144
2034.93,1,2500,3130,4193,1194,1,0,3,1,3,3,3,0.0,0.0,1,MD,Mixed-Humid,4A,2,2500,15.0,4193,1194,5387,2034.93,2034.93,1,7.618216699250671
1205.43,1,3000,3000,4531,1149,1,0,4,4,2,4,0,0.0,0.0,1,NV,Cold,5B,1,3000,16.0,4531,1149,5680,1205.43,1205.43,1,7.094591628743225
2213.54,1,2100,3150,3408,1516,1,0,1,0,2,0,0,0.0,0.0,3,VA,Mixed-Humid,4A,1,2100,7.0,3408,1516,4924,2213.54,2213.54,1,7.702348322937312
1185.29,1,880,1750,6169,814,2,0,2,0,2,2,0,0.0,0.0,3,NY,Cold,5A,1,880,11.0,6169,814,6983,1185.29,1185.29,1,7.077742749367169
1561.14,1,3600,3600,2955,2148,1,1,1,0,2,6,0,0.0,0.0,2,OK,Mixed-Humid,3A,1,3600,13.0,2955,2148,5103,1561.14,1561.14,1,7.353171602592529
987.76,1,1300,1730,4454,679,1,1,0,0,0,5,2,0.0,0.0,3,VA,Mixed-Humid,4A,1,1300,12.0,4454,679,5133,987.76,987.76,1,6.895439753259488
1234.28,1,1650,1650,5923,881,1,0,1,0,0,2,0,1.0,0.0,2,MA,Cold,5A,1,1650,7.0,5923,881,6804,1234.28,1234.28,1,7.118243083102442
2424.39,1,580,580,2125,2233,1,1,1,2,2,2,2,4.0,0.0,3,TX,Hot-Humid,3A,1,580,18.0,2125,2233,4358,2424.39,2424.39,1,7.7933352253367305
982.57,1,1290,1290,5483,1001,1,0,3,1,2,0,2,0.0,0.0,2,CT,Cold,5A,1,1290,11.0,5483,1001,6484,982.57,982.57,1,6.89017158802482
2101.84,5,400,400,6462,678,1,0,0,0,1,0,0,1.0,0.0,4,MI,Cold,5A,3,400,7.0,6462,678,7140,2101.84,420.36800000000005,5,7.650568430556902
1120.04,5,1600,1600,2993,1789,1,0,3,1,3,6,1,1.0,0.0,2,AR,Mixed-Humid,3A,2,1600,18.0,2993,1789,4782,1120.04,224.00799999999998,5,7.021119677937115
1279.4,5,200,800,4283,1126,1,0,3,0,2,1,1,0.0,0.0,2,WV,Mixed-Humid,4A,2,200,10.0,4283,1126,5409,1279.4,255.88000000000002,5,7.154146497016037
856.16,1,1000,1000,8340,291,1,0,1,0,1,1,1,0.0,1.0,4,MI,Cold,6A,1,1000,10.0,8340,291,8631,856.16,856.16,1,6.752457274562994
1197.9,1,3450,3450,7251,870,1,1,1,0,2,3,0,0.0,0.0,3,MN,Cold,6A,1,3450,11.0,7251,870,8121,1197.9,1197.9,1,7.088325302737285
1059.3,1,1560,1560,1022,1026,3,0,0,0,0,0,0,0.0,0.0,1,CA,Hot-Dry,3B,2,1560,4.0,1022,1026,2048,1059.3,1059.3,1,6.9653635916024506
1388.96,1,2520,2520,5974,842,2,0,0,0,1,0,0,0.0,0.0,3,MI,Cold,5A,1,2520,6.0,5974,842,6816,1388.96,1388.96,1,7.236310544643498
1708.39,1,3000,3000,6675,845,3,1,0,2,2,4,1,0.0,0.0,1,IA,Cold,5A,1,3000,14.0,6675,845,7520,1708.39,1708.39,1,7.44330668552007
792.59,1,900,900,1772,4238,1,0,1,0,0,0,0,0.0,0.0,2,NV,Hot-Dry,3B,1,900,4.0,1772,4238,6010,792.59,792.59,1,6.675306063972227
2222.89,5,2400,2400,7906,15,2,3,2,2,2,0,0,0.0,0.0,3,AK,Very-Cold,7AK,1,2400,14.0,7906,15,7921,2222.89,444.578,5,7.706563430058827
1304.38,1,600,600,1832,2906,1,1,0,0,1,0,1,2.0,0.0,4,TX,Hot-Humid,3A,2,600,10.0,1832,2906,4738,1304.38,1304.38,1,7.1734831110775925
824.46,1,2400,2400,6635,975,2,1,0,0,2,3,0,1.0,0.0,3,IA,Cold,6A,1,2400,12.0,6635,975,7610,824.46,824.46,1,6.714728626571738
2622.1,1,1680,1680,5610,1130,1,1,2,1,2,4,0,1.0,0.0,3,IL,Cold,5A,1,1680,15.0,5610,1130,6740,2622.1,2622.1,1,7.871730802421703
1291.43,1,900,900,3129,1756,1,0,0,0,1,2,0,3.0,0.0,3,OK,Mixed-Humid,3A,1,900,10.0,3129,1756,4885,1291.43,1291.43,1,7.163505410524987
993.8,1,1650,1650,1768,4245,1,0,1,2,2,4,0,0.0,0.0,4,NV,Hot-Dry,3B,1,1650,14.0,1768,4245,6013,993.8,993.8,1,6.90153597916822
2754.49,1,3370,3370,1682,2566,5,2,2,2,2,6,0,0.0,0.0,3,LA,Hot-Humid,3A,1,3370,22.0,1682,2566,4248,2754.49,2754.49,1,7.920987586483237
2025.2,1,950,1900,4430,1186,1,0,0,0,0,4,0,0.0,0.0,1,NY,Mixed-Humid,4A,1,950,6.0,4430,1186,5616,2025.2,2025.2,1,7.6134237400957545
741.57,1,1600,1600,7015,734,1,0,3,2,2,1,1,0.0,0.0,3,WI,Cold,6A,1,1600,13.0,7015,734,7749,741.57,741.57,1,6.608769560358964
2159.97,5,3460,3460,4559,1175,1,1,0,2,1,1,0,0.0,0.0,2,OH,Mixed-Humid,4A,1,3460,8.0,4559,1175,5734,2159.97,431.99399999999997,5,7.67784961169287
1242.93,1,1800,1800,2620,2753,1,0,1,1,1,3,0,0.0,0.0,4,AZ,Mixed-Dry,4B,1,1800,11.0,2620,2753,5373,1242.93,1242.93,1,7.125226774558891
1179.8,1,670,670,1880,2364,1,0,1,0,1,0,1,0.0,0.0,3,LA,Hot-Humid,3A,2,670,7.0,1880,2364,4244,1179.8,1179.8,1,7.073100211568975
1792.92,1,2250,2250,3404,1679,2,0,3,1,4,0,2,0.0,1.0,3,DC,Mixed-Humid,4A,2,2250,16.0,3404,1679,5083,1792.92,1792.92,1,7.491600854650994
1281.56,1,1690,1690,4313,342,1,0,1,2,2,0,1,0.0,1.0,2,OR,Marine,4C,1,1690,10.0,4313,342,4655,1281.56,1281.56,1,7.155833364840754
1091.53,1,1400,2100,6666,825,2,2,2,0,2,1,1,3.0,0.0,2,VT,Cold,6A,1,1400,15.0,6666,825,7491,1091.53,1091.53,1,6.99533566072452
551.24,1,720,720,6802,664,1,0,1,0,0,1,2,1.0,2.0,2,WI,Cold,6A,2,720,10.0,6802,664,7466,551.24,551.24,1,6.312170286006944
192.05,5,1100,1100,6546,564,1,0,1,0,1,0,1,2.0,0.0,4,NY,Cold,6A,2,1100,10.0,6546,564,7110,192.05,38.410000000000004,5,5.257755754791914
859.42,1,900,900,6340,645,1,0,1,1,1,0,2,0.0,1.0,4,ME,Cold,6A,1,900,11.0,6340,645,6985,859.42,859.42,1,6.756257743120372
2153.58,1,1900,1900,370,4367,2,1,2,2,2,4,1,0.0,0.0,6,FL,Hot-Humid,2A,1,1900,20.0,370,4367,4737,2153.58,2153.58,1,7.674886852631655
501.98,5,0,2600,0,5005,3,0,1,2,2,6,0,0.0,0.0,3,HI,Hot-Humid,1A,1,0,17.0,0,5005,5005,501.98,100.396,5,6.21856027826062
4250.76,1,0,2470,97,4892,2,0,4,1,3,5,0,0.0,0.0,2,FL,Hot-Humid,1A,1,0,17.0,97,4892,4989,4250.76,4250.76,1,8.354853069460853
1465.48,1,700,700,4416,1239,1,0,1,0,1,1,0,0.0,0.0,4,MO,Mixed-Humid,4A,2,700,8.0,4416,1239,5655,1465.48,1465.48,1,7.289938112838444
737.84,5,890,890,1874,2562,1,0,0,1,0,3,0,0.0,0.0,5,TX,Hot-Humid,3A,2,890,10.0,1874,2562,4436,737.84,147.568,5,6.603726998927463
1097.23,5,12750,12750,5979,739,5,2,3,1,4,6,0,0.0,0.0,2,CO,Cold,5B,1,12750,23.0,5979,739,6718,1097.23,219.446,5,7.000544101015574
116.07,3,630,630,2424,1168,1,0,3,2,2,2,0,0.0,0.0,1,CA,Hot-Dry,3B,2,630,11.0,2424,1168,3592,116.07,38.69,3,4.754193457380532
1215.91,1,2880,2880,3876,1294,1,0,1,0,1,8,3,0.0,0.0,3,NJ,Mixed-Humid,4A,1,2880,17.0,3876,1294,5170,1215.91,1215.91,1,7.103248046629108
617.07,1,2400,2400,6880,629,2,1,0,0,0,0,0,0.0,0.0,2,WY,Cold,6B,1,2400,5.0,6880,629,7509,617.07,617.07,1,6.424982469658182
828.88,1,1800,3600,1967,2650,1,0,2,1,3,5,1,0.0,0.0,1,TX,Hot-Humid,3A,1,1800,14.0,1967,2650,4617,828.88,828.88,1,6.720075391943496
511.57,1,1540,1540,5073,1050,1,0,0,1,1,4,1,0.0,0.0,2,ID,Cold,5B,1,1540,10.0,5073,1050,6123,511.57,511.57,1,6.237484428423163
737.65,1,630,950,6150,747,1,0,0,1,1,0,3,1.0,0.0,3,NY,Cold,5A,2,630,10.0,6150,747,6897,737.65,737.65,1,6.603469457363576
964.79,1,1290,1290,6218,745,1,0,1,0,2,0,0,0.0,0.0,1,NY,Cold,5A,1,1290,5.0,6218,745,6963,964.79,964.79,1,6.871910461076752
1180.6,1,1200,1200,1282,2783,1,1,1,1,1,4,0,0.0,0.0,4,GA,Hot-Humid,3A,1,1200,13.0,1282,2783,4065,1180.6,1180.6,1,7.073778062806589
1014.28,1,3230,3230,7610,752,1,1,2,2,2,3,4,0.0,0.0,3,MN,Cold,6A,1,3230,18.0,7610,752,8362,1014.28,1014.28,1,6.921934280155407
733.83,1,1000,1000,4729,1110,1,0,3,3,2,0,2,1.0,0.0,2,CT,Cold,5A,2,1000,14.0,4729,1110,5839,733.83,733.83,1,6.598277394159899
1427.75,1,0,1010,96,4985,1,0,0,0,1,0,0,0.0,0.0,4,FL,Hot-Humid,1A,2,0,6.0,96,4985,5081,1427.75,1427.75,1,7.263855057544973
1172.25,1,2400,3600,3106,1452,1,1,0,0,1,4,0,0.0,0.0,2,SC,Mixed-Humid,3A,1,2400,9.0,3106,1452,4558,1172.25,1172.25,1,7.066680257969696
1020.82,1,1300,1300,5734,902,3,1,0,0,0,0,0,0.0,0.0,2,IN,Cold,5A,1,1300,6.0,5734,902,6636,1020.82,1020.82,1,6.928361504875085
2802.34,1,800,1600,6600,598,1,0,1,0,1,1,2,1.0,0.0,2,NY,Cold,6A,1,800,9.0,6600,598,7198,2802.34,2802.34,1,7.938210061434264
1225.16,1,1200,1200,6177,741,1,0,3,0,1,0,0,0.0,0.0,2,MI,Cold,5A,1,1200,7.0,6177,741,6918,1225.16,1225.16,1,7.110826726694689
505.72,1,1550,1550,7541,423,1,0,0,0,0,2,3,1.0,0.0,3,MI,Cold,6A,2,1550,10.0,7541,423,7964,505.72,505.72,1,6.225983156443697
1872.61,5,2700,2700,353,4496,3,0,0,0,0,3,0,0.0,0.0,2,TX,Hot-Humid,2A,1,2700,8.0,353,4496,4849,1872.61,374.522,5,7.5350884586592795
1005.73,1,1500,1500,920,5238,2,0,1,1,0,5,0,2.0,0.0,4,AZ,Hot-Dry,2B,1,1500,15.0,920,5238,6158,1005.73,1005.73,1,6.913468924974706
1117.65,1,880,1100,4409,1311,1,0,5,2,4,0,0,5.0,0.0,3,NJ,Mixed-Humid,4A,1,880,20.0,4409,1311,5720,1117.65,1117.65,1,7.018983545667846
1370.26,5,330,980,5157,1129,1,0,0,0,1,1,2,2.0,0.0,4,IL,Cold,5A,1,330,11.0,5157,1129,6286,1370.26,274.052,5,7.222755781837928
884.56,1,1700,3400,7202,915,1,1,1,0,1,7,3,0.0,3.0,4,SD,Cold,6A,1,1700,21.0,7202,915,8117,884.56,884.56,1,6.7850903462341465
774.64,1,1830,1830,4248,1381,2,0,0,0,0,0,0,0.0,0.0,2,MO,Mixed-Humid,4A,1,1830,4.0,4248,1381,5629,774.64,774.64,1,6.652398405303276
1226.93,1,450,600,1172,3123,1,0,1,1,2,0,3,3.0,0.0,1,GA,Hot-Humid,2A,1,450,12.0,1172,3123,4295,1226.93,1226.93,1,7.112270393368763
1796.39,1,2200,3300,3639,1496,1,1,2,3,2,3,0,0.0,0.0,1,DE,Mixed-Humid,4A,1,2200,13.0,3639,1496,5135,1796.39,1796.39,1,7.493534374509156
633.59,1,700,700,6786,760,1,0,0,1,2,0,0,0.0,1.0,1,WI,Cold,6A,2,700,6.0,6786,760,7546,633.59,633.59,1,6.451402057547384
2360.32,1,2020,2020,3353,1641,1,1,0,2,2,3,0,0.0,0.0,4,TN,Mixed-Humid,4A,1,2020,13.0,3353,1641,4994,2360.32,2360.32,1,7.766552482048065
1516.35,1,4720,4720,3456,1605,3,1,5,3,6,2,1,0.0,0.0,2,VA,Mixed-Humid,4A,1,4720,23.0,3456,1605,5061,1516.35,1516.35,1,7.324061410268176
2716.06,1,1600,2000,3470,1581,2,1,2,2,2,4,2,0.0,0.0,4,TN,Mixed-Humid,4A,1,1600,19.0,3470,1581,5051,2716.06,2716.06,1,7.906937579745328
